Price,Close,High,Low,Open,Volume,Date
121.3930435180664,121.3930435180664,124.51972772037988,120.58647316221723,124.22099683346654,6043700,2025-09-22
122.72735595703125,122.72735595703125,123.23519541919761,121.33329116508864,121.94070505588476,4178900,2025-09-23
125.15701293945312,125.15701293945312,126.16272455617276,121.93074671656183,122.6775663353167,3557700,2025-09-24
123.49408721923828,123.49408721923828,126.39175094915365,123.25510707149577,123.62354081359034,3406100,2025-09-25
125.50552368164062,125.50552368164062,126.34195798433694,123.6235389035321,124.47989264984031,2430900,2025-09-26
127.1385726928711,127.1385726928711,127.71610742652527,124.8782019807215,126.89959254111619,3359900,2025-09-29
125.50552368164062,125.50552368164062,127.33771744776122,123.97205319632222,126.969291308401,2435300,2025-09-30
127.66632843017578,127.66632843017578,128.0048830036505,125.76442419446437,125.96357304979749,2462700,2025-10-01
127.78582000732422,127.78582000732422,128.09450302501264,126.03328113890797,127.45721754505077,1718400,2025-10-02
129.51844787597656,129.51844787597656,130.27521964023347,127.75594927373113,127.77586871844656,2026700,2025-10-03
125.85404205322266,125.85404205322266,130.2552972009078,125.48560830488009,129.62796385651254,2709700,2025-10-06
121.62206268310547,121.62206268310547,123.57375035873818,121.1341426634578,123.47417592981607,3661700,2025-10-07
119.61063385009766,119.61063385009766,122.10998472470835,118.4057657669929,122.10998472470835,4469400,2025-10-08
117.41000366210938,117.41000366210938,119.45130603316788,116.60343331918442,119.4214344643636,5509100,2025-10-09
118.7699966430664,118.7699966430664,123.70999908447266,117.91000366210938,123.0,6316300,2025-10-10
118.0199966430664,118.0199966430664,119.20999908447266,117.47000122070312,117.9800033569336,3242500,2025-10-13
122.2300033569336,122.2300033569336,122.45999908447266,117.30000305175781,118.41000366210938,4302700,2025-10-14
122.44000244140625,122.44000244140625,123.66999816894531,121.33000183105469,122.56999969482422,3169800,2025-10-15
122.87000274658203,122.87000274658203,122.9800033569336,120.94999694824219,122.69999694824219,3087700,2025-10-16
125.81999969482422,125.81999969482422,125.94000244140625,122.44999694824219,123.01000213623047,4500200,2025-10-17
125.8499984741211,125.8499984741211,127.44999694824219,124.7300033569336,126.38999938964844,3059300,2025-10-20
128.24000549316406,128.24000549316406,129.5800018310547,122.30000305175781,123.56999969482422,4170800,2025-10-21
127.13999938964844,127.13999938964844,129.49000549316406,126.56999969482422,127.51000213623047,2663600,2025-10-22
127.33999633789062,127.33999633789062,128.47999572753906,126.2699966430664,126.83999633789062,2208900,2025-10-23
127.56999969482422,127.56999969482422,130.22999572753906,127.56999969482422,129.85000610351562,3267600,2025-10-24
128.72000122070312,128.72000122070312,130.07000732421875,127.83000183105469,128.0,2265400,2025-10-27
128.22000122070312,128.22000122070312,129.1999969482422,124.04000091552734,124.27999877929688,3234400,2025-10-28
124.18000030517578,124.18000030517578,128.97000122070312,123.75,126.37000274658203,5354100,2025-10-29
124.12999725341797,124.12999725341797,125.51000213623047,122.54000091552734,123.5199966430664,4998300,2025-10-30
123.7699966430664,123.7699966430664,124.33000183105469,121.94000244140625,123.18000030517578,4847700,2025-10-31
120.58999633789062,120.58999633789062,122.75,119.56999969482422,122.63999938964844,3553100,2025-11-03
121.6500015258789,121.6500015258789,122.4800033569336,119.4000015258789,120.66000366210938,4317800,2025-11-04
121.18000030517578,121.18000030517578,122.87000274658203,119.18000030517578,121.02999877929688,3250900,2025-11-05
120.33000183105469,120.33000183105469,121.5999984741211,119.87000274658203,121.5999984741211,1945200,2025-11-06
121.55000305175781,121.55000305175781,121.55000305175781,118.94000244140625,119.81999969482422,4076200,2025-11-07
123.20999908447266,123.20999908447266,123.4800033569336,120.63999938964844,121.44999694824219,3283600,2025-11-10
125.44000244140625,125.44000244140625,125.5199966430664,123.05999755859375,123.93000030517578,2999000,2025-11-11
124.12999725341797,124.12999725341797,126.91000366210938,124.01000213623047,125.29000091552734,4404100,2025-11-12
121.23999786376953,121.23999786376953,124.16999816894531,121.19000244140625,122.83000183105469,5255900,2025-11-13
121.11000061035156,121.11000061035156,123.5999984741211,120.8499984741211,121.48999786376953,4641300,2025-11-14
114.0999984741211,114.0999984741211,120.52999877929688,114.05999755859375,120.30000305175781,8987400,2025-11-17
115.97000122070312,115.97000122070312,116.91000366210938,112.11000061035156,113.4000015258789,7621500,2025-11-18
115.16000366210938,115.16000366210938,116.77999877929688,114.91999816894531,116.62000274658203,17005600,2025-11-19
116.25,116.25,117.83999633789062,115.12000274658203,115.12000274658203,32418900,2025-11-20
123.16000366210938,123.16000366210938,124.13999938964844,117.56999969482422,118.0,17027100,2025-11-21
