Price,Close,High,Low,Open,Volume,Date
35.95086669921875,35.95086669921875,39.95428468324066,34.360684827586965,34.360684827586965,1836900,2021-02-10
34.200870513916016,34.200870513916016,36.33443111537014,34.16091683487432,36.33443111537014,1652100,2021-02-11
33.969139099121094,33.969139099121094,34.76023545414417,33.202017393097364,34.36868203537563,2088200,2021-02-12
34.8001823425293,34.8001823425293,36.39036425953955,34.36867532405173,35.31958927754157,1369100,2021-02-16
35.367530822753906,35.367530822753906,35.63922007563268,34.76022704775603,35.18374148231678,1910200,2021-02-17
34.360687255859375,34.360687255859375,35.9588587561319,34.184887415382924,35.35155492726724,1589500,2021-02-18
35.1597785949707,35.1597785949707,35.66320355109631,34.36868223534475,34.888089274806006,1048200,2021-02-19
35.031925201416016,35.031925201416016,35.98283630396071,34.88009998115885,35.831011083703544,1449400,2021-02-22
34.88808822631836,34.88808822631836,35.11982385531495,33.56160583203082,35.11982385531495,888400,2021-02-23
35.95885467529297,35.95885467529297,36.02278299121859,34.073012031265534,34.552465255898035,3153100,2021-02-24
35.75908279418945,35.75908279418945,36.35839703096357,35.23967590301061,36.2145613702762,2485000,2021-02-25
35.303611755371094,35.303611755371094,35.91091563705528,34.692311591072986,35.60726522034843,466100,2021-02-26
35.695167541503906,35.695167541503906,36.182610453513156,35.22370976238717,35.51937070720865,718900,2021-03-01
36.198577880859375,36.198577880859375,37.357252636456906,35.69515308807181,35.69515308807181,756600,2021-03-02
37.756805419921875,37.756805419921875,38.06844840550588,36.13466216251254,36.36639473623493,1214600,2021-03-03
36.90177917480469,36.90177917480469,38.98739341328065,36.59013622850738,38.08442568683375,679700,2021-03-04
35.98283767700195,35.98283767700195,37.620966236816045,35.1757622463341,37.557037900623705,968200,2021-03-05
35.455440521240234,35.455440521240234,36.06274751213067,34.36868320976959,35.71114776531911,1125500,2021-03-08
35.383514404296875,35.383514404296875,35.91091085306685,34.85531930876461,34.9120537115881,183400,2021-03-09
35.75908279418945,35.75908279418945,35.854972218557755,34.97597922393031,35.36752948492496,484300,2021-03-10
36.230552673339844,36.230552673339844,36.61411351673741,35.56730995261218,35.759091898446265,578900,2021-03-11
36.55816650390625,36.55816650390625,37.00565554100328,35.87095239447033,36.861819887946005,684300,2021-03-12
36.55816650390625,36.55816650390625,36.957709307227624,36.03875964028058,36.69400959386607,626800,2021-03-15
