Price,Close,High,Low,Open,Volume,Date
364.9200134277344,364.9200134277344,370.6000061035156,363.3699951171875,363.9599914550781,1134800,2025-10-13
370.0,370.0,372.95001220703125,364.2699890136719,364.29998779296875,1288200,2025-10-14
369.75,369.75,373.0400085449219,367.32000732421875,369.57000732421875,1489000,2025-10-15
369.25,369.25,372.8800048828125,366.4700012207031,370.239990234375,1126000,2025-10-16
374.4200134277344,374.4200134277344,374.7799987792969,368.30999755859375,369.510009765625,1129700,2025-10-17
381.2200012207031,381.2200012207031,382.7200012207031,370.94000244140625,375.70001220703125,1417300,2025-10-20
379.760009765625,379.760009765625,383.1199951171875,377.239990234375,381.2200012207031,1062100,2025-10-21
388.3500061035156,388.3500061035156,392.54998779296875,383.5299987792969,385.6099853515625,1789400,2025-10-22
383.05999755859375,383.05999755859375,388.6099853515625,378.7200012207031,387.0,1352700,2025-10-23
381.7900085449219,381.7900085449219,384.80999755859375,379.2099914550781,384.79998779296875,1143200,2025-10-24
383.7200012207031,383.7200012207031,383.9100036621094,379.5400085449219,382.8599853515625,1179900,2025-10-27
375.92999267578125,375.92999267578125,383.05999755859375,375.70001220703125,382.3999938964844,1325100,2025-10-28
369.5899963378906,369.5899963378906,375.30999755859375,367.57000732421875,375.2799987792969,1451400,2025-10-29
368.9800109863281,368.9800109863281,372.3999938964844,368.0,368.92999267578125,1768100,2025-10-30
356.239990234375,356.239990234375,369.42999267578125,355.7300109863281,363.70001220703125,2750300,2025-10-31
358.1600036621094,358.1600036621094,360.6499938964844,353.8599853515625,356.6000061035156,1877800,2025-11-03
362.6099853515625,362.6099853515625,363.7200012207031,355.1000061035156,358.29998779296875,1801600,2025-11-04
357.6700134277344,357.6700134277344,364.9200134277344,353.4800109863281,362.5,2110200,2025-11-05
353.80999755859375,353.80999755859375,356.0899963378906,349.1600036621094,354.32000732421875,2732100,2025-11-06
356.0299987792969,356.0299987792969,357.5,352.5,354.6300048828125,1523200,2025-11-07
355.0199890136719,355.0199890136719,355.29998779296875,351.239990234375,354.3999938964844,1868800,2025-11-10
363.70001220703125,363.70001220703125,364.07000732421875,354.07000732421875,356.05999755859375,2228000,2025-11-11
367.3399963378906,367.3399963378906,370.6099853515625,362.79998779296875,364.1000061035156,1678200,2025-11-12
373.4200134277344,373.4200134277344,375.989990234375,364.79998779296875,364.79998779296875,2589200,2025-11-13
362.2200012207031,362.2200012207031,373.4100036621094,362.1499938964844,371.82000732421875,1913200,2025-11-14
360.1300048828125,360.1300048828125,363.6600036621094,357.5,362.1000061035156,2018700,2025-11-17
359.5199890136719,359.5199890136719,365.25,357.4599914550781,360.1300048828125,1760800,2025-11-18
364.2300109863281,364.2300109863281,364.6400146484375,358.3599853515625,359.5199890136719,1696700,2025-11-19
360.4800109863281,360.4800109863281,369.55999755859375,360.010009765625,365.9700012207031,1381400,2025-11-20
368.2699890136719,368.2699890136719,371.0,361.19000244140625,363.05999755859375,1460200,2025-11-21
370.2200012207031,370.2200012207031,372.0,367.3900146484375,368.4100036621094,1927600,2025-11-24
375.0799865722656,375.0799865722656,376.6199951171875,371.0,372.70001220703125,1374900,2025-11-25
372.2900085449219,372.2900085449219,376.45001220703125,370.3999938964844,376.45001220703125,2021100,2025-11-26
371.17999267578125,371.17999267578125,373.6000061035156,371.1700134277344,372.6400146484375,641300,2025-11-28
372.32000732421875,372.32000732421875,374.1000061035156,369.0,369.4200134277344,1637600,2025-12-01
366.67999267578125,366.67999267578125,373.0,364.489990234375,372.42999267578125,1561100,2025-12-02
365.95001220703125,365.95001220703125,369.2200012207031,365.5,366.9599914550781,939800,2025-12-03
364.3500061035156,364.3500061035156,367.6199951171875,362.3800048828125,366.5,1628400,2025-12-04
364.0199890136719,364.0199890136719,368.239990234375,361.95001220703125,365.5199890136719,1415600,2025-12-05
353.6000061035156,353.6000061035156,363.739990234375,351.5,363.6000061035156,1933400,2025-12-08
349.2300109863281,349.2300109863281,357.6400146484375,348.7799987792969,355.45001220703125,1481600,2025-12-09
353.79998779296875,353.79998779296875,354.30999755859375,347.260009765625,348.2799987792969,2160900,2025-12-10
352.9700012207031,352.9700012207031,361.0,352.6499938964844,355.4700012207031,1550500,2025-12-11
354.0899963378906,354.0899963378906,356.3999938964844,352.3699951171875,353.8999938964844,1160959,2025-12-12
