Price,Close,High,Low,Open,Volume,Date
55.653724670410156,55.653724670410156,56.232022511862226,54.59110555789973,55.24168925076907,2032600,2020-10-15
55.668182373046875,55.668182373046875,56.66574030898457,55.18385561108937,56.13804865640804,1693100,2020-10-16
55.697105407714844,55.697105407714844,57.45367877277024,55.50192752545456,55.92119322099542,1256000,2020-10-19
56.26093292236328,56.26093292236328,57.02717280594139,56.08021555245852,56.25370268335128,902500,2020-10-20
55.36457061767578,55.36457061767578,56.376588988879575,55.08265196274096,55.78383623811194,1285600,2020-10-21
55.71878433227539,55.71878433227539,55.964557323643675,54.06341245757502,55.632038003821215,1412600,2020-10-22
55.58866500854492,55.58866500854492,56.79585573593579,55.487463720922726,56.31876473929638,993800,2020-10-23
54.526039123535156,54.526039123535156,54.95252942278495,53.88991603624439,54.72121143512869,1751800,2020-10-26
53.03693389892578,53.03693389892578,54.27304000517265,52.95018757890527,54.01280656016739,1768300,2020-10-27
50.11653137207031,50.11653137207031,52.29236405846197,50.04424554294742,51.42492307887685,2630000,2020-10-28
52.19839859008789,52.19839859008789,52.42971657694454,49.690040895546645,49.9213588824033,2290200,2020-10-29
49.48041534423828,49.48041534423828,51.533367603488344,48.22985419071308,50.918929628081536,3708200,2020-10-30
51.98154830932617,51.98154830932617,52.34298305874975,49.234642007684336,50.116543678686924,2989700,2020-11-02
52.66826248168945,52.66826248168945,53.03692740280108,51.612873868460326,52.7911489503748,1617100,2020-11-03
50.282806396484375,50.282806396484375,52.63213253973098,50.217750781283485,52.63213253973098,1523700,2020-11-04
53.644142150878906,53.644142150878906,54.33087144929488,51.03458295002213,51.12132927094331,1730700,2020-11-05
52.53092575073242,52.53092575073242,54.62724842406993,52.07551994673713,53.97666476475048,2074100,2020-11-06
57.38861846923828,57.38861846923828,60.88731028437318,55.72601614362819,57.706682865629865,3437400,2020-11-09
58.81990432739258,58.81990432739258,59.65843023818724,57.47536636184155,58.104259416173136,3638400,2020-11-10
